"","associated_gene","Human (Adult)","Human (Adult)_Detected_Num_Isoseq","Human (Adult)_Known_Num_Gencode","Human (Adult)_Normalised","Human (Fetal)","Human (Fetal)_Detected_Num_Isoseq","Human (Fetal)_Known_Num_Gencode","Human (Fetal)_Normalised","Detected","isoseq_comparison_Human (Adult)vsHuman (Fetal)","isoseq_comparison_Human (Fetal)vsHuman (Adult)","isoseq_comparison_normalisedHuman (Adult)vsHuman (Fetal)","isoseq_comparison_normalisedHuman (Fetal)vsHuman (Adult)","isoseq_comparison_diff"
"56313","TRIM13","Human (Adult)",2,8,0.25,"Human (Fetal)",3,8,0.375,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"56316","TRIM16","Human (Adult)",1,26,0.0384615384615385,"Human (Fetal)",1,26,0.0384615384615385,"Both",1,1,1,1,0
"56319","TRIM2","Human (Adult)",5,12,0.416666666666667,"Human (Fetal)",8,12,0.666666666666667,"Both",0.625,1.6,0.625,1.6,3
"56322","TRIM23","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"56328","TRIM28","Human (Adult)",2,15,0.133333333333333,"Human (Fetal)",2,15,0.133333333333333,"Both",1,1,1,1,0
"56330","TRIM3","Human (Adult)",3,15,0.2,"Human (Fetal)",3,15,0.2,"Both",1,1,1,1,0
"56333","TRIM32","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"56334","TRIM33","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"56336","TRIM35","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56337","TRIM36","Human (Adult)",3,10,0.3,"Human (Fetal)",2,10,0.2,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"56339","TRIM37","Human (Adult)",4,14,0.285714285714286,"Human (Fetal)",3,14,0.214285714285714,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"56345","TRIM41","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"56350","TRIM44","Human (Adult)",3,2,1.5,"Human (Fetal)",2,2,1,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"56352","TRIM46","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",4,11,0.363636363636364,"Both",0.25,4,0.25,4,3
"56377","TRIM56","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56397","TRIM62","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56408","TRIM68","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"56419","TRIM8","Human (Adult)",2,15,0.133333333333333,"Human (Fetal)",1,15,0.0666666666666667,"Both",2,0.5,2,0.5,1
"56421","TRIM9","Human (Adult)",5,6,0.833333333333333,"Human (Fetal)",3,6,0.5,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"56424","TRIO","Human (Adult)",4,25,0.16,"Human (Fetal)",1,25,0.04,"Both",4,0.25,4,0.25,3
"56425","TRIOBP","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",1,11,0.0909090909090909,"Both",1,1,1,1,0
"56426","TRIP10","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"56428","TRIP12","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",1,17,0.0588235294117647,"Both",1,1,1,1,0
"56429","TRIP13","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"56430","TRIP4","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",1,12,0.0833333333333333,"Both",1,1,1,1,0
"56432","TRIQK","Human (Adult)",2,23,0.0869565217391304,"Human (Fetal)",1,23,0.0434782608695652,"Both",2,0.5,2,0.5,1
"56433","TRIR","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"56436","TRMT1","Human (Adult)",6,23,0.260869565217391,"Human (Fetal)",6,23,0.260869565217391,"Both",1,1,1,1,0
"56440","TRMT10C","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"56441","TRMT11","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",3,12,0.25,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"56442","TRMT112","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"56452","TRMT1L","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56453","TRMT2A","Human (Adult)",4,20,0.2,"Human (Fetal)",3,20,0.15,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"56457","TRMT5","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"56458","TRMT6","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"56459","TRMT61A","Human (Adult)",3,2,1.5,"Human (Fetal)",1,2,0.5,"Both",3,0.333333333333333,3,0.333333333333333,2
"56460","TRMT61B","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"56462","TRMU","Human (Adult)",4,24,0.166666666666667,"Human (Fetal)",3,24,0.125,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"56463","TRNAU1AP","Human (Adult)",1,10,0.1,"Human (Fetal)",2,10,0.2,"Both",0.5,2,0.5,2,1
"56465","TRNT1","Human (Adult)",2,20,0.1,"Human (Fetal)",2,20,0.1,"Both",1,1,1,1,0
"56467","TRO","Human (Adult)",13,25,0.52,"Human (Fetal)",18,25,0.72,"Both",0.722222222222222,1.38461538461538,0.722222222222222,1.38461538461538,5
"56474","TRPC4AP","Human (Adult)",3,2,1.5,"Human (Fetal)",5,2,2.5,"Both",0.6,1.66666666666667,0.6,1.66666666666667,2
"56485","TRPM3","Human (Adult)",1,16,0.0625,"Human (Fetal)",2,16,0.125,"Both",0.5,2,0.5,2,1
"56486","TRPM4","Human (Adult)",1,14,0.0714285714285714,"Human (Fetal)",2,14,0.142857142857143,"Both",0.5,2,0.5,2,1
"56499","TRRAP","Human (Adult)",1,10,0.1,"Human (Fetal)",3,10,0.3,"Both",0.333333333333333,3,0.333333333333333,3,2
"56500","TRUB1","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"56501","TRUB2","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"56506","TSC2","Human (Adult)",2,69,0.0289855072463768,"Human (Fetal)",6,69,0.0869565217391304,"Both",0.333333333333333,3,0.333333333333333,3,4
"56507","TSC22D1","Human (Adult)",5,13,0.384615384615385,"Human (Fetal)",6,13,0.461538461538462,"Both",0.833333333333333,1.2,0.833333333333333,1.2,1
"56509","TSC22D2","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"56510","TSC22D3","Human (Adult)",5,17,0.294117647058824,"Human (Fetal)",2,17,0.117647058823529,"Both",2.5,0.4,2.5,0.4,3
"56511","TSC22D4","Human (Adult)",5,6,0.833333333333333,"Human (Fetal)",2,6,0.333333333333333,"Both",2.5,0.4,2.5,0.4,3
"56512","TSEN15","Human (Adult)",3,20,0.15,"Human (Fetal)",2,20,0.1,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"56519","TSEN54","Human (Adult)",3,11,0.272727272727273,"Human (Fetal)",3,11,0.272727272727273,"Both",1,1,1,1,0
"56520","TSFM","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",1,12,0.0833333333333333,"Both",1,1,1,1,0
"56522","TSG101","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",2,12,0.166666666666667,"Both",0.5,2,0.5,2,1
"56530","TSHZ3","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56533","TSKU","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"56535","TSN","Human (Adult)",3,12,0.25,"Human (Fetal)",3,12,0.25,"Both",1,1,1,1,0
"56536","TSNARE1","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",1,9,0.111111111111111,"Both",2,0.5,2,0.5,1
"56537","TSNAX","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"56543","TSPAN12","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"56544","TSPAN13","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"56545","TSPAN14","Human (Adult)",2,10,0.2,"Human (Fetal)",2,10,0.2,"Both",1,1,1,1,0
"56546","TSPAN15","Human (Adult)",2,8,0.25,"Human (Fetal)",1,8,0.125,"Both",2,0.5,2,0.5,1
"56548","TSPAN17","Human (Adult)",5,9,0.555555555555556,"Human (Fetal)",3,9,0.333333333333333,"Both",1.66666666666667,0.6,1.66666666666667,0.6,2
"56552","TSPAN3","Human (Adult)",5,10,0.5,"Human (Fetal)",2,10,0.2,"Both",2.5,0.4,2.5,0.4,3
"56553","TSPAN31","Human (Adult)",3,14,0.214285714285714,"Human (Fetal)",5,14,0.357142857142857,"Both",0.6,1.66666666666667,0.6,1.66666666666667,2
"56557","TSPAN5","Human (Adult)",3,10,0.3,"Human (Fetal)",3,10,0.3,"Both",1,1,1,1,0
"56558","TSPAN6","Human (Adult)",1,5,0.2,"Human (Fetal)",3,5,0.6,"Both",0.333333333333333,3,0.333333333333333,3,2
"56559","TSPAN7","Human (Adult)",2,8,0.25,"Human (Fetal)",2,8,0.25,"Both",1,1,1,1,0
"56561","TSPAN9","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"56566","TSPO","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",2,6,0.333333333333333,"Both",0.5,2,0.5,2,1
"56569","TSPOAP1-AS1","Human (Adult)",2,13,0.153846153846154,"Human (Fetal)",1,13,0.0769230769230769,"Both",2,0.5,2,0.5,1
"56597","TSPYL2","Human (Adult)",4,6,0.666666666666667,"Human (Fetal)",2,6,0.333333333333333,"Both",2,0.5,2,0.5,2
"56601","TSR1","Human (Adult)",2,5,0.4,"Human (Fetal)",1,5,0.2,"Both",2,0.5,2,0.5,1
"56602","TSR2","Human (Adult)",2,1,2,"Human (Fetal)",1,1,1,"Both",2,0.5,2,0.5,1
"56603","TSR3","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"56605","TSSC4","Human (Adult)",3,10,0.3,"Human (Fetal)",3,10,0.3,"Both",1,1,1,1,0
"56614","TSTA3","Human (Adult)",3,16,0.1875,"Human (Fetal)",2,16,0.125,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"56616","TSTD2","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",3,6,0.5,"Both",0.333333333333333,3,0.333333333333333,3,2
"56618","TTBK1","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"56620","TTC1","Human (Adult)",2,5,0.4,"Human (Fetal)",2,5,0.4,"Both",1,1,1,1,0
"56622","TTC13","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",3,9,0.333333333333333,"Both",0.333333333333333,3,0.333333333333333,3,2
"56623","TTC14","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",5,11,0.454545454545455,"Both",0.4,2.5,0.4,2.5,3
"56625","TTC17","Human (Adult)",1,15,0.0666666666666667,"Human (Fetal)",3,15,0.2,"Both",0.333333333333333,3,0.333333333333333,3,2
"56626","TTC19","Human (Adult)",3,10,0.3,"Human (Fetal)",2,10,0.2,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"56628","TTC21A","Human (Adult)",2,18,0.111111111111111,"Human (Fetal)",2,18,0.111111111111111,"Both",1,1,1,1,0
"56637","TTC27","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"56641","TTC3","Human (Adult)",8,25,0.32,"Human (Fetal)",8,25,0.32,"Both",1,1,1,1,0
"56645","TTC31","Human (Adult)",1,13,0.0769230769230769,"Human (Fetal)",1,13,0.0769230769230769,"Both",1,1,1,1,0
"56647","TTC33","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",2,7,0.285714285714286,"Both",1,1,1,1,0
"56651","TTC37","Human (Adult)",2,16,0.125,"Human (Fetal)",3,16,0.1875,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"56652","TTC38","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",2,7,0.285714285714286,"Both",1,1,1,1,0
"56661","TTC4","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56664","TTC5","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"56667","TTC7B","Human (Adult)",4,15,0.266666666666667,"Human (Fetal)",1,15,0.0666666666666667,"Both",4,0.25,4,0.25,3
"56670","TTC9B","Human (Adult)",2,2,1,"Human (Fetal)",2,2,1,"Both",1,1,1,1,0
"56671","TTC9C","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"56674","TTI1","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",2,6,0.333333333333333,"Both",1,1,1,1,0
"56675","TTI2","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",2,6,0.333333333333333,"Both",0.5,2,0.5,2,1
"56678","TTLL1","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56681","TTLL11","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",1,1,1,1,0
"56683","TTLL12","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56690","TTLL7","Human (Adult)",7,14,0.5,"Human (Fetal)",2,14,0.142857142857143,"Both",3.5,0.285714285714286,3.5,0.285714285714286,5
"56697","TTPAL","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"56733","TTYH1","Human (Adult)",4,17,0.235294117647059,"Human (Fetal)",2,17,0.117647058823529,"Both",2,0.5,2,0.5,2
"56734","TTYH2","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",1,9,0.111111111111111,"Both",2,0.5,2,0.5,1
"56735","TTYH3","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",4,7,0.571428571428571,"Both",0.5,2,0.5,2,2
"56738","TUBA1A","Human (Adult)",5,9,0.555555555555556,"Human (Fetal)",6,9,0.666666666666667,"Both",0.833333333333333,1.2,0.833333333333333,1.2,1
"56739","TUBA1B","Human (Adult)",4,8,0.5,"Human (Fetal)",1,8,0.125,"Both",4,0.25,4,0.25,3
"56740","TUBA1C","Human (Adult)",2,10,0.2,"Human (Fetal)",6,10,0.6,"Both",0.333333333333333,3,0.333333333333333,3,4
"56753","TUBB","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56757","TUBB2A","Human (Adult)",2,2,1,"Human (Fetal)",2,2,1,"Both",1,1,1,1,0
"56758","TUBB2B","Human (Adult)",3,2,1.5,"Human (Fetal)",3,2,1.5,"Both",1,1,1,1,0
"56760","TUBB3","Human (Adult)",2,15,0.133333333333333,"Human (Fetal)",2,15,0.133333333333333,"Both",1,1,1,1,0
"56763","TUBB4A","Human (Adult)",3,13,0.230769230769231,"Human (Fetal)",1,13,0.0769230769230769,"Both",3,0.333333333333333,3,0.333333333333333,2
"56765","TUBB4B","Human (Adult)",1,2,0.5,"Human (Fetal)",1,2,0.5,"Both",1,1,1,1,0
"56773","TUBB6","Human (Adult)",1,14,0.0714285714285714,"Human (Fetal)",2,14,0.142857142857143,"Both",0.5,2,0.5,2,1
"56797","TUBE1","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",3,11,0.272727272727273,"Both",0.333333333333333,3,0.333333333333333,3,2
"56798","TUBG1","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"56800","TUBG2","Human (Adult)",5,3,1.66666666666667,"Human (Fetal)",4,3,1.33333333333333,"Both",1.25,0.8,1.25,0.8,1
"56801","TUBGCP2","Human (Adult)",2,10,0.2,"Human (Fetal)",1,10,0.1,"Both",2,0.5,2,0.5,1
"56802","TUBGCP3","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
"56804","TUBGCP5","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",1,9,0.111111111111111,"Both",2,0.5,2,0.5,1
"56805","TUBGCP6","Human (Adult)",4,8,0.5,"Human (Fetal)",2,8,0.25,"Both",2,0.5,2,0.5,2
"56806","TUFM","Human (Adult)",4,4,1,"Human (Fetal)",2,4,0.5,"Both",2,0.5,2,0.5,2
"56808","TUFT1","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"56809","TUG1","Human (Adult)",4,20,0.2,"Human (Fetal)",2,20,0.1,"Both",2,0.5,2,0.5,2
"56812","TULP3","Human (Adult)",2,8,0.25,"Human (Fetal)",2,8,0.25,"Both",1,1,1,1,0
"56815","TUNAR","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"56817","TUSC2","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",3,6,0.5,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"56820","TUSC3","Human (Adult)",3,13,0.230769230769231,"Human (Fetal)",2,13,0.153846153846154,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"56823","TUT1","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",1,7,0.142857142857143,"Both",2,0.5,2,0.5,1
"56827","TVP23B","Human (Adult)",1,10,0.1,"Human (Fetal)",3,10,0.3,"Both",0.333333333333333,3,0.333333333333333,3,2
"56834","TWF1","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",3,11,0.272727272727273,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"56836","TWF2","Human (Adult)",2,3,0.666666666666667,"Human (Fetal)",1,3,0.333333333333333,"Both",2,0.5,2,0.5,1
"56840","TWNK","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",1,9,0.111111111111111,"Both",2,0.5,2,0.5,1
"56841","TWSG1","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"56843","TXLNA","Human (Adult)",3,2,1.5,"Human (Fetal)",2,2,1,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"56847","TXN","Human (Adult)",1,3,0.333333333333333,"Human (Fetal)",1,3,0.333333333333333,"Both",1,1,1,1,0
"56848","TXN2","Human (Adult)",1,5,0.2,"Human (Fetal)",2,5,0.4,"Both",0.5,2,0.5,2,1
"56849","TXNDC11","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",4,9,0.444444444444444,"Both",0.5,2,0.5,2,2
"56850","TXNDC12","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"56852","TXNDC15","Human (Adult)",1,10,0.1,"Human (Fetal)",1,10,0.1,"Both",1,1,1,1,0
"56853","TXNDC16","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56854","TXNDC17","Human (Adult)",2,10,0.2,"Human (Fetal)",1,10,0.1,"Both",2,0.5,2,0.5,1
"56858","TXNDC9","Human (Adult)",2,9,0.222222222222222,"Human (Fetal)",3,9,0.333333333333333,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"56859","TXNIP","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"56860","TXNL1","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",1,11,0.0909090909090909,"Both",1,1,1,1,0
"56862","TXNL4A","Human (Adult)",3,12,0.25,"Human (Fetal)",1,12,0.0833333333333333,"Both",3,0.333333333333333,3,0.333333333333333,2
"56863","TXNL4B","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",1,6,0.166666666666667,"Both",2,0.5,2,0.5,1
"56871","TXNRD1","Human (Adult)",3,24,0.125,"Human (Fetal)",5,24,0.208333333333333,"Both",0.6,1.66666666666667,0.6,1.66666666666667,2
"56872","TXNRD2","Human (Adult)",1,21,0.0476190476190476,"Human (Fetal)",1,21,0.0476190476190476,"Both",1,1,1,1,0
"56874","TYK2","Human (Adult)",2,21,0.0952380952380952,"Human (Fetal)",2,21,0.0952380952380952,"Both",1,1,1,1,0
"56882","TYRO3","Human (Adult)",3,9,0.333333333333333,"Human (Fetal)",1,9,0.111111111111111,"Both",3,0.333333333333333,3,0.333333333333333,2
"56886","TYSND1","Human (Adult)",1,4,0.25,"Human (Fetal)",2,4,0.5,"Both",0.5,2,0.5,2,1
"56887","TYW1","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",1,7,0.142857142857143,"Both",1,1,1,1,0
"56893","U2AF1L5","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",1,12,0.0833333333333333,"Both",1,1,1,1,0
"56894","U2AF2","Human (Adult)",1,8,0.125,"Human (Fetal)",2,8,0.25,"Both",0.5,2,0.5,2,1
"56895","U2SURP","Human (Adult)",2,17,0.117647058823529,"Human (Fetal)",4,17,0.235294117647059,"Both",0.5,2,0.5,2,2
"56924","UAP1","Human (Adult)",2,7,0.285714285714286,"Human (Fetal)",2,7,0.285714285714286,"Both",1,1,1,1,0
"56926","UBA1","Human (Adult)",3,9,0.333333333333333,"Human (Fetal)",6,9,0.666666666666667,"Both",0.5,2,0.5,2,3
"56927","UBA2","Human (Adult)",4,10,0.4,"Human (Fetal)",4,10,0.4,"Both",1,1,1,1,0
"56928","UBA3","Human (Adult)",3,13,0.230769230769231,"Human (Fetal)",5,13,0.384615384615385,"Both",0.6,1.66666666666667,0.6,1.66666666666667,2
"56929","UBA5","Human (Adult)",2,14,0.142857142857143,"Human (Fetal)",1,14,0.0714285714285714,"Both",2,0.5,2,0.5,1
"56930","UBA52","Human (Adult)",2,14,0.142857142857143,"Human (Fetal)",2,14,0.142857142857143,"Both",1,1,1,1,0
"56937","UBA6","Human (Adult)",2,6,0.333333333333333,"Human (Fetal)",2,6,0.333333333333333,"Both",1,1,1,1,0
"56938","UBA6-AS1","Human (Adult)",1,17,0.0588235294117647,"Human (Fetal)",3,17,0.176470588235294,"Both",0.333333333333333,3,0.333333333333333,3,2
"56940","UBAC1","Human (Adult)",4,6,0.666666666666667,"Human (Fetal)",1,6,0.166666666666667,"Both",4,0.25,4,0.25,3
"56941","UBAC2","Human (Adult)",1,11,0.0909090909090909,"Human (Fetal)",2,11,0.181818181818182,"Both",0.5,2,0.5,2,1
"56943","UBALD1","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"56945","UBAP1","Human (Adult)",4,5,0.8,"Human (Fetal)",3,5,0.6,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"56947","UBAP2","Human (Adult)",2,12,0.166666666666667,"Human (Fetal)",2,12,0.166666666666667,"Both",1,1,1,1,0
"56948","UBAP2L","Human (Adult)",5,20,0.25,"Human (Fetal)",8,20,0.4,"Both",0.625,1.6,0.625,1.6,3
"56951","UBB","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"56957","UBC","Human (Adult)",4,14,0.285714285714286,"Human (Fetal)",1,14,0.0714285714285714,"Both",4,0.25,4,0.25,3
"56960","UBE2A","Human (Adult)",2,11,0.181818181818182,"Human (Fetal)",2,11,0.181818181818182,"Both",1,1,1,1,0
"56961","UBE2B","Human (Adult)",2,8,0.25,"Human (Fetal)",2,8,0.25,"Both",1,1,1,1,0
"56967","UBE2D1","Human (Adult)",1,4,0.25,"Human (Fetal)",2,4,0.5,"Both",0.5,2,0.5,2,1
"56968","UBE2D2","Human (Adult)",1,8,0.125,"Human (Fetal)",3,8,0.375,"Both",0.333333333333333,3,0.333333333333333,3,2
"56969","UBE2D3","Human (Adult)",6,33,0.181818181818182,"Human (Fetal)",5,33,0.151515151515152,"Both",1.2,0.833333333333333,1.2,0.833333333333333,1
"56981","UBE2E3","Human (Adult)",4,14,0.285714285714286,"Human (Fetal)",3,14,0.214285714285714,"Both",1.33333333333333,0.75,1.33333333333333,0.75,1
"56982","UBE2F","Human (Adult)",3,23,0.130434782608696,"Human (Fetal)",1,23,0.0434782608695652,"Both",3,0.333333333333333,3,0.333333333333333,2
"56987","UBE2G1","Human (Adult)",1,6,0.166666666666667,"Human (Fetal)",2,6,0.333333333333333,"Both",0.5,2,0.5,2,1
"56988","UBE2G2","Human (Adult)",1,12,0.0833333333333333,"Human (Fetal)",2,12,0.166666666666667,"Both",0.5,2,0.5,2,1
"56989","UBE2H","Human (Adult)",4,10,0.4,"Human (Fetal)",1,10,0.1,"Both",4,0.25,4,0.25,3
"56991","UBE2I","Human (Adult)",4,19,0.210526315789474,"Human (Fetal)",5,19,0.263157894736842,"Both",0.8,1.25,0.8,1.25,1
"56992","UBE2J1","Human (Adult)",1,1,1,"Human (Fetal)",2,1,2,"Both",0.5,2,0.5,2,1
"56993","UBE2J2","Human (Adult)",2,20,0.1,"Human (Fetal)",2,20,0.1,"Both",1,1,1,1,0
"56994","UBE2K","Human (Adult)",1,7,0.142857142857143,"Human (Fetal)",2,7,0.285714285714286,"Both",0.5,2,0.5,2,1
"56996","UBE2L3","Human (Adult)",2,4,0.5,"Human (Fetal)",2,4,0.5,"Both",1,1,1,1,0
"56999","UBE2L6","Human (Adult)",2,5,0.4,"Human (Fetal)",2,5,0.4,"Both",1,1,1,1,0
"57002","UBE2N","Human (Adult)",3,6,0.5,"Human (Fetal)",3,6,0.5,"Both",1,1,1,1,0
"57005","UBE2O","Human (Adult)",3,6,0.5,"Human (Fetal)",2,6,0.333333333333333,"Both",1.5,0.666666666666667,1.5,0.666666666666667,1
"57008","UBE2Q2","Human (Adult)",4,8,0.5,"Human (Fetal)",2,8,0.25,"Both",2,0.5,2,0.5,2
"57021","UBE2QL1","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"57022","UBE2R2","Human (Adult)",1,1,1,"Human (Fetal)",1,1,1,"Both",1,1,1,1,0
"57024","UBE2S","Human (Adult)",1,4,0.25,"Human (Fetal)",1,4,0.25,"Both",1,1,1,1,0
"57027","UBE2T","Human (Adult)",1,5,0.2,"Human (Fetal)",1,5,0.2,"Both",1,1,1,1,0
"57029","UBE2V1","Human (Adult)",2,24,0.0833333333333333,"Human (Fetal)",3,24,0.125,"Both",0.666666666666667,1.5,0.666666666666667,1.5,1
"57045","UBE2V2","Human (Adult)",2,8,0.25,"Human (Fetal)",1,8,0.125,"Both",2,0.5,2,0.5,1
"57050","UBE2W","Human (Adult)",1,9,0.111111111111111,"Human (Fetal)",1,9,0.111111111111111,"Both",1,1,1,1,0
"57052","UBE2Z","Human (Adult)",1,8,0.125,"Human (Fetal)",1,8,0.125,"Both",1,1,1,1,0
